x,y,z,roll,pitch,yaw
"[6116.5946879335615, -941.9992086974202, 4617.124107786698, 0, 1.256005851836667, -179.9912194101268]"
"[5916.889550367423, -941.8328813428518, 4627.979077381348, 0, 3.111248497521143, -179.95228038022967]"
"[5717.443972103196, -941.640770353522, 4642.859413540717, 0, 4.266845088684329, -179.94481128346732]"
"[5518.329761514915, -941.4204998085628, 4661.660547088796, 0, 5.39409265322268, -179.93661644042584]"
"[5319.6132555559, -941.1686865265573, 4684.281043314825, 0, 6.4941911381187465, -179.9273949061658]"
"[5121.355770458942, -940.880899421037, 4710.622774116191, 0, 7.568340064413735, -179.91683050475862]"
"[4923.614040270834, -940.5516064374593, 4740.591085852836, 0, 8.617744767426515, -179.9045872577117]"
"[4726.440646110538, -940.174106219128, 4774.094968148681, 0, 9.643623599708087, -179.8903039482568]"
"[4529.884439624196, -939.7404409135062, 4811.047229596404, 0, 10.647216411879205, -179.8735875510607]"
"[4333.9909648852, -939.2412855271624, 4851.364687335981, 0, 11.629794719697918, -179.85400516734825]"
"[4138.802884030389, -938.6658078601139, 4894.968378896104, 0, 12.592674097289573, -179.83107397827203]"
"[3944.360413347403, -938.0014911390743, 4941.783806673606, 0, 13.53722952379475, -179.80424854638792]"
"[3750.701778503207, -937.2339087824898, 4991.7412282204405, 0, 14.464914680485384, -179.77290452762946]"
"[3557.8637003885183, -936.3464368952239, 5044.776009474655, 0, 15.377286589615798, -179.73631745819702]"
"[3365.8819270500053, -935.3198845187993, 5100.829063771619, 0, 16.2760375720873, -179.6936346766587]"
"[3174.7918330314496, -934.132013403061, 5159.847407785933, 0, 17.163037388433327, -179.64383750375166]"
"[2984.629116189619, -932.7569065376751, 5221.7848779025135, 0, 18.040389801451397, -179.5856893094776]"
"[2795.430635437782, -931.1641251837725, 5286.603069243799, 0, 18.91050997809868, -179.517662652125]"
"[2607.2354539198964, -929.3175628880407, 5354.272588683043, 0, 19.77623270140782, -179.43783453853086]"
"[2420.0861862382667, -927.1738531184543, 5424.774759675528, 0, 20.64096733840263, -179.3437315977641]"
"[2234.0308056203166, -924.6800977155517, 5498.103993457836, 0, 21.50892591750058, -179.23209367006604]"
"[2049.125166965805, -921.7705217101013, 5574.271172486836, 0, 22.385469537510545, -179.0984987292088]"
"[1865.4366849941314, -918.3613513418472, 5653.308626572493, 0, 23.27765414864084, -178.9367398073289]"
"[1687.0496498712378, -890.0023726901696, 5739.1796579503525, 0, 25.426643740526604, -170.9670258858911]"
"[1509.846517818989, -862.7523919398915, 5827.816493069748, 0, 26.30722124959587, -171.25764056897583]"
"[1340.9314743186537, -812.7165692889171, 5922.495553748021, 0, 28.25491971955477, -163.49971708152555]"
"[1173.7193979808499, -763.1192531782299, 6020.374191669771, 0, 29.300705490032257, -163.4789459900339]"
"[1008.3701792532096, -713.780211739241, 6121.4943917093315, 0, 30.371256224964092, -163.38526747432425]"
"[845.0829552821057, -664.4797546385296, 6225.929766068173, 0, 31.478385352131863, -163.19963417175902]"
"[693.2678981881402, -588.2828193648493, 6331.50540480389, 0, 31.862204708250932, -153.34763660442462]"
"[535.3539956039435, -540.5877643151566, 6444.591129342559, 0, 34.43206092870168, -163.1940025717446]"
"[369.22374808492685, -527.4908598198663, 6555.17689674466, 0, 33.5681763804931, -175.49240089596995]"
"[199.3768394313337, -548.9387533348635, 6658.579099257891, 0, 31.1319688431789, 172.8029089722632]"
"[31.196786984251304, -542.0656689944279, 6766.598683919868, 0, 32.69030515849865, -177.65977174529067]"
"[-131.06118434144474, -509.3104572227816, 6878.845941539215, 0, 34.14133848801143, -168.58701625773423]"
"[-284.04282435330754, -453.52034262159475, 6994.966916957385, 0, 35.49309772452261, -159.96384412487512]"
"[-425.23509609516714, -377.73816805136016, 7114.640658512412, 0, 36.75315406749609, -151.77619553590785]"
"[-552.8791325537228, -285.03544840402964, 7237.576437383152, 0, 37.928591886334196, -144.01060763271775]"
"[-665.8690376102396, -178.38761747136166, 7363.511029583533, 0, 39.02599831170063, -136.65396505662898]"
