x,y,z,roll,pitch,yaw
"[-3301.1654034205962, 233.7525347865782, 10657.100826608623, 0, -2.9506828800666005, 0.45503527212637485]"
"[-3102.2026734482943, 230.64060765485436, 10636.99739427741, 0, -5.7689517131225285, 0.8960761322938361]"
"[-2904.432548498838, 226.06770105592702, 10607.568391529883, 0, -8.461511983763303, 1.324576043550528]"
"[-2708.220949355057, 220.1013125659672, 10569.287710111872, 0, -11.034696766467901, 1.741709341778363]"
"[-2513.879182434235, 212.81065349612925, 10522.617334921391, 0, -13.49449139634607, 2.1484223673477985]"
"[-2321.669738607522, 204.26576191938076, 10468.004932193007, 0, -15.846556063341419, 2.545473650103897]"
"[-2131.8116318764014, 194.5367828220227, 10405.88210004413, 0, -18.09624655745244, 2.933465956815198]"
"[-1944.4852863782653, 183.69338802503424, 10336.663164256372, 0, -20.248633362714926, 3.312872214473412]"
"[-1759.8369880613882, 171.8043127187412, 10260.744419423208, 0, -22.308519272230992, 3.684056771005303]"
"[-1577.9829226433, 158.9369890307006, 10178.50373075865, 0, -24.28045567476144, 4.0472930661907816]"
"[-1399.0128247535174, 145.15726009898168, 10090.300425084259, 0, -26.168757644753914, 4.402778507701038]"
"[-1222.9932649462512, 130.52916072947846, 9996.475410967061, 0, -27.977517951682263, 4.750647145913398]"
"[-1049.9706019347639, 115.1147529407801, 9897.351477848279, 0, -29.71062009082211, 5.090980593652881]"
"[-879.9736272482583, 98.97400659725287, 9793.233732459179, 0, -31.371750425746924, 5.423817527754662]"
"[-713.0159287801915, 82.16471694601965, 9684.410138033765, 0, -32.9644095226144, 5.749162027684293]"
"[-549.0979985661814, 64.74245224557859, 9571.15212795473, 0, -34.49192274748723, 6.06699094497529]"
"[-388.209108740233, 46.7605258365988, 9453.71527065177, 0, -35.957450190294246, 6.377260450713626]"
"[-230.32897807615362, 28.2699879881309, 9332.339966938174, 0, -37.363995972420504, 6.679911872978686]"
"[-75.42924990636075, 9.319633680358137, 9207.252164637013, 0, -38.71441698917513, 6.974876909337407]"
"[76.52519941848084, -10.043976819969718, 9078.664078412916, 0, -40.011431133406354, 7.262082279202761]"
"[225.57510396608345, -29.77648715408132, 8946.7749052778, 0, -41.257625042213014, 7.541453865638977]"
"[371.7657875351208, -49.83570591445066, 8811.771528355808, 0, -42.45546140495843, 7.812920384916417]"
"[515.1462642882228, -70.18156121452772, 8673.829203240703, 0, -43.607285867555866, 8.076416613941301]"
"[655.7684475242069, -90.77605013212678, 8533.112222715365, 0, -44.71533356520779, 8.33188619995064]"
"[793.6864546854478, -111.58318410276053, 8389.774556777204, 0, -45.78173531339623, 8.579284073050001]"
"[928.9559978732741, -132.5689311185724, 8243.960465867081, 0, -46.80852348490257, 8.818578479862447]"
"[1061.6338502214192, -153.70115541003304, 8095.805085968884, 0, -47.79763759895171, 9.049752655410003]"
"[1191.7773794572108, -174.94955514419985, 7945.434984862348, 0, -48.750929647208395, 9.272806150082182]"
"[1319.444140866187, -196.2855985590111, 7792.968689299214, 0, -49.67016918028893, 9.48775582892467]"
"[1444.6915226729109, -217.68245886254323, 7638.517183253751, 0, -50.55704817768521, 9.694636561307947]"
"[1567.5764375641947, -239.11494815486301, 7482.184377691718, 0, -51.41318572353301, 9.893501620145933]"
"[1688.1550547161396, -260.5594505741411, 7324.067552522116, 0, -52.24013251050648, 10.084422811091091]"
"[1806.482567248791, -281.99385482467636, 7164.257771556557, 0, -53.03937519430815, 10.267490353422993]"
"[1922.6129905268701, -303.3974862094916, 7002.840271412374, 0, -53.812340621785665, 10.44281253558205]"
"[2036.598987156722, -324.7510382616688, 6839.894825366606, 0, -54.5603999566927, 10.61051516941111]"
"[2148.491714902451, -346.03650404437695, 6675.496083205866, 0, -55.28487272859379, 10.770740868106527]"
"[2258.340694061678, -367.2371071676686, 6509.713888127853, 0, -55.9870308324839, 10.923648173618965]"
"[2366.1936911060825, -388.337232548812, 6342.613571738447, 0, -56.66810250947955, 11.06941055977323]"
"[2472.096615605603, -409.3223569205736, 6174.256228157745, 0, -57.32927634260525, 11.208215337706054]"
"[2576.093427618365, -430.1789790669036, 6004.698968201624, 0, -57.97170530646566, 11.340262490381084]"
"[2678.2260528403103, -450.8945497363304, 5833.995154544419, 0, -58.59651091575295, 11.46576346298312]"
"[2778.534302866523, -471.4574011483703, 5662.194618694018, 0, -59.20478752547776, 11.584939935995115]"
"[2877.0557979158284, -491.856675965501, 5489.3438605233205, 0, -59.79760684605413, 11.698022607827435]"
"[2973.825889304016, -512.0822555504998, 5315.48623100085, 0, -60.376022749615984, 11.80525001414315]"
"[3068.877578808121, -532.1246872634209, 5140.66209864651, 0, -60.94107646115779, 11.906867411701198]"
"[3162.241431829051, -551.9751104706264, 4964.909000103181, 0, -61.493802250591486, 12.003125755889192]"
"[3253.945480910411, -571.6251808354231, 4788.26177505636, 0, -62.035233771430065, 12.094280803515872]"
"[3344.0151156767715, -591.0669923297429, 4610.7526855457845, 0, -62.56641123111533, 12.180592376418888]"
"[3432.47295457143, -610.2929962404588, 4432.411519485585, 0, -63.088389630656934, 12.262323827810318]"
"[3519.33869284054, -629.2959162306887, 4253.265677929585, 0, -63.60224838249419, 12.339741763227591]"
"[3604.628919939991, -648.0686582395931, 4073.3402452670757, 0, -64.10910271299298, 12.413116083335739]"
"[3688.3568978075923, -666.6042136409276, 3892.6580410847973, 0, -64.61011739108427, 12.482720439586654]"
"[3770.5322890621082, -684.8955535986142, 3711.239651844016, 0, -65.10652351428897, 12.548833230696433]"
"[3851.1608208897555, -702.9355119104537, 3529.1034397404774, 0, -65.59963935385029, 12.611739326140881]"
"[3930.2438657463504, -720.7166527517065, 3346.2655250548373, 0, -66.09089665261298, 12.671732796399303]"
"[4007.7779134061425, -738.2311185208907, 3162.7397368333745, 0, -66.58187434747104, 12.729121083588193]"
"[4083.753899330582, -755.4704513080464, 2978.5375246646195, 0, -67.07434255829693, 12.784231307082054]"
"[4158.156340206918, -772.4253791438048, 2793.6678213227046, 0, -67.57032102382388, 12.837419857286067]"
"[4230.962206159198, -789.085554853052, 2608.1368416231526, 0, -68.0721582755065, 12.889087271532448]"
"[4302.1394260195675, -805.4392306467737, 2421.9477961317957, 0, -68.58264126135059, 12.939702007672356]"
"[4371.644869116262, -821.4728451556791, 2235.100487920754, 0, -69.10515085253806, 12.989840054065692]"
"[4439.421559409325, -837.170491535389, 2047.5907437711342, 0, -69.64388857896175, 13.040254647895654]"
"[4505.394726545343, -852.5132281915123, 1859.4096032443963, 0, -70.20421783504878, 13.092008121626545]"
"[4569.466023413753, -867.4782015512425, 1670.54214048296, 0, -70.79319667348875, 13.146746274627443]"
"[4631.504704375727, -882.0376398025132, 1480.965705179661, 0, -71.4204471183477, 13.20735044122538]"
"[4691.333401365798, -896.1583037460994, 1290.6471988113558, 0, -72.09965102797867, 13.279826399612052]"
"[4748.703046713698, -909.8055331029203, 1099.5386513218766, 0, -72.85129901018092, 13.380957109800304]"
"[4803.234516511412, -923.0038524149109, 907.569583060764, 0, -73.70817773422218, 13.605725504693963]"
"[4836.033919683227, -964.967003380098, 714.7917494993153, 0, -74.55556545022296, 51.98796549542146]"
"[4836.402132230116, -1016.6061791084178, 521.5735827819489, 0, -75.03657187044772, 89.59146002889486]"
"[4807.992542810034, -1060.1313108840438, 328.44549540754133, 0, -74.93695168296821, 123.13316396331662]"
"[4758.539803354041, -1087.6480799909687, 136.61939192260408, 0, -73.56281190246226, 150.9073181302704]"
