x,y,z,roll,pitch,yaw
"[6054.7861861974425, 811.6564844282741, 5995.272470955078, 0, 3.8680468003585218, -173.56038135083313]"
"[5856.642500497213, 832.5331212781574, 6012.686426593209, 0, 4.995055798101562, -173.98544387998945]"
"[5663.403713929462, 874.6306810299332, 6042.461698695558, 0, 8.561815628575859, -167.7099945871936]"
"[5470.097178316753, 913.9418075106289, 6075.43469710685, 0, 9.48939167496892, -168.50499019586073]"
"[5276.627284679922, 949.7137811376999, 6111.348011615223, 0, 10.344514906904921, -169.52449652191427]"
"[5090.506005886183, 1005.8629413686183, 6158.317590978316, 0, 13.582656984629764, -163.21246136132785]"
"[4903.595850729381, 1057.231826759867, 6207.570321998241, 0, 14.256524113343103, -164.63269987951705]"
"[4726.041935094235, 1127.6220968940895, 6266.898366910059, 0, 17.25591851036965, -158.37442292614273]"
"[4546.816174372637, 1192.104415603303, 6327.891458876675, 0, 17.756085900141137, -160.212148997951]"
"[4378.525478217655, 1274.2844773393747, 6398.0675163373735, 0, 20.541166866443177, -153.972721844787]"
"[4208.069303025235, 1350.594278419624, 6469.632218515637, 0, 20.966590400562456, -155.8828975852534]"
"[4035.10657295398, 1420.017654502456, 6542.187637745077, 0, 21.270845273956375, -158.13057615245992]"
"[3874.0532271304464, 1506.7981510371876, 6623.002025203195, 0, 23.832983023054492, -151.68284696586718]"
"[3710.021751795444, 1586.90938182567, 6704.707996839159, 0, 24.112516195042037, -153.96960801418876]"
"[3542.4843807044463, 1659.0984294662394, 6786.683424185803, 0, 24.19711695771108, -156.6895991755911]"
"[3387.5688248807896, 1748.5410910674002, 6876.13274419187, 0, 26.567165421546257, -149.99941090057516]"
"[3228.7862630736545, 1830.4567523980554, 6966.01000769452, 0, 26.704317534506423, -152.71086571415242]"
"[3065.3051787920017, 1903.2772474059602, 7055.291084014751, 0, 26.513289786211715, -155.99004817535305]"
"[2914.9229321914872, 1993.5384240650146, 7151.406118715389, 0, 28.722974239991665, -149.02732756184773]"
"[2757.992612479665, 2073.5875734749493, 7246.089847169074, 0, 28.256437831076187, -152.9741633223601]"
"[2614.9422216100525, 2170.1598778132766, 7347.1362508994225, 0, 30.346755488414477, -145.9769931636771]"
"[2463.2636952111775, 2255.455169812268, 7445.717880994855, 0, 29.531905759023513, -150.64909906335527]"
"[2326.0506602465657, 2356.618083334307, 7550.30587248304, 0, 31.529665449875335, -143.59979996170395]"
"[2177.925413951219, 2445.4656739141146, 7651.127581743029, 0, 30.272193544938315, -149.04408183016437]"
"[2044.7001305524993, 2549.8107045751594, 7757.725604424861, 0, 32.20770825814642, -141.93115614869976]"
"[1898.1730197742452, 2640.7870861883507, 7858.9832154748365, 0, 30.41689372526525, -148.16450367010012]"
"[1766.8599264185195, 2747.185853101531, 7965.923263692075, 0, 32.32358478701376, -140.98326478137125]"
"[1619.9625093936118, 2839.0694834852707, 8065.815942797776, 0, 29.964504879475744, -147.97421804974422]"
"[1488.4891387783118, 2946.5877807385186, 8171.431133820726, 0, 31.875546810868222, -140.72386314965263]"
"[1339.5305245913014, 3038.2672991635204, 8268.416685120108, 0, 29.00773932023372, -148.3889606016449]"
"[1206.1065825741916, 3146.0534902330533, 8371.27672941009, 0, 30.95069227797806, -141.06707732655184]"
"[1053.8684850471238, 3236.4914703297895, 8464.252712423777, 0, 27.70245063649972, -149.2873096191799]"
"[917.175634339847, 3343.7224526545383, 8563.331373068679, 0, 29.695688539836304, -141.88699876993147]"
"[760.9410056223937, 3431.992307009682, 8651.644303048615, 0, 26.20375463808848, -150.53430532058303]"
"[620.1629650225677, 3537.9000779885723, 8746.328448137203, 0, 28.25657333527144, -143.04573881088555]"
"[459.63209753178467, 3623.238858295562, 8829.677912192901, 0, 24.62940185476072, -152.00472933401397]"
"[314.3754437946882, 3727.1628286355035, 8919.679650697688, 0, 26.74424165502912, -144.4181491611039]"
"[149.5480360086865, 3808.9973159831825, 8998.006161682728, 0, 23.056119940362482, -153.59624864560405]"
"[-28.75090408327148, 3866.6808759156474, 9067.878150888719, 0, 20.448171558965154, -162.07248495773834]"
"[-217.21138356168476, 3899.18355974833, 9126.412100169791, 0, 17.01785763831116, -170.21478885238517]"
"[-396.2515380896418, 3958.2447161766404, 9193.168394764054, 0, 19.49845697566369, -161.74348654110028]"
"[-584.858409255555, 3990.7034651706804, 9251.25348547369, 0, 16.88342901818818, -170.23519949556098]"
"[-778.515632313807, 3996.410210698279, 9300.895332869306, 0, 14.371569323981193, -178.31208032311213]"
"[-973.0911619086777, 3975.8848836426496, 9342.357052951027, 0, 11.964675808332212, 173.97826944346727]"
"[-1164.8838989485291, 3930.183332285677, 9375.926596026982, 0, 9.662704192277156, 166.59715150998198]"
"[-1350.6465631844287, 3860.7773385104174, 9401.908139554054, 0, 7.464259706088285, 159.51294164106636]"
"[-1527.5903470238, 3769.4485351240246, 9420.615010821464, 0, 5.366968988744296, 152.69966596218413]"
"[-1693.3758371882875, 3658.1959681232415, 9432.363950631374, 0, 3.3677622122971855, 146.13588585255388]"
