x,y,z,roll,pitch,yaw
"[-5237.267273660729, -297.52760464024135, 9631.64259693998, 0, -2.3310722527986685, 0.12638759956247686]"
"[-5037.9006110723385, -298.38985975732584, 9615.762094287995, 0, -4.554223015502662, 0.24780106361321688]"
"[-4839.260288106483, -299.6539179145583, 9592.51506761799, 0, -6.674870769438395, 0.36459978918788705]"
"[-4641.5673839284245, -301.30009046182965, 9562.269311658025, 0, -8.698142853606127, 0.47708621535033086]"
"[-4445.009155600215, -303.30882538011537, 9525.379911276566, 0, -10.628893119597015, 0.5855161979654574]"
"[-4249.742775500924, -305.660853499975, 9482.188375454803, 0, -12.47171828843042, 0.6901073685553438]"
"[-4055.898731961549, -308.33730343646414, 9433.022092292025, 0, -14.230973131949371, 0.7910459301890176]"
"[-3863.5839120866976, -311.3197904849624, 9378.194044474243, 0, -15.910784587022972, 0.8884922269793559]"
"[-3672.8843873897595, -314.59048390155965, 9318.002734096943, 0, -17.515064898357203, 0.9825853401195034]"
"[-3483.867923601038, -318.13215629570294, 9252.732273906597, 0, -19.047523874928597, 1.0734469025833058]"
"[-3296.586236062064, -321.92821827257706, 9182.65260905279, 0, -20.51168033568879, 1.1611842799442338]"
"[-3111.077011684348, -325.9627409622109, 9108.019839457625, 0, -21.910872812038676, 1.2458932316418578]"
"[-2927.365717675001, -330.2204686481969, 9029.076618036383, 0, -23.248269567465726, 1.3276601422496184]"
"[-2745.4672162288375, -334.6868233498487, 8946.052604357694, 0, -24.52687798852986, 1.4065638936221323]"
"[-2565.3872032435697, -339.3479029079764, 8859.164957015977, 0, -25.749553395946858, 1.4826774346202973]"
"[-2387.1234878969476, -344.19047386801117, 8768.618851095758, 0, -26.91900731974722, 1.5560690942715485]"
"[-2210.6671286806322, -349.2019602379266, 8674.608009718357, 0, -28.03781527829177, 1.626803675878338]"
"[-2036.0034402505535, -354.37042901627524, 8577.315240847862, 0, -29.10842409722542, 1.6949433631208277]"
"[-1863.112884252514, -359.6845732325257, 8476.912972357863, 0, -30.133158801181626, 1.7605484641505174]"
"[-1691.971856131982, -365.1336931133457, 8373.563779877362, 0, -31.114229108155172, 1.823678015696814]"
"[-1522.5533788494279, -370.7076758807577, 8267.420903190468, 0, -32.05373555389194, 1.8843902660503369]"
"[-1354.8277134037323, -376.3969745979702, 8158.628748000377, 0, -32.953675271359614, 1.9427430532500343]"
"[-1188.7628951191762, -382.19258640342133, 8047.323370718244, 0, -33.815947448327556, 1.9987940927381553]"
"[-1024.3252037769505, -388.086030410805, 7933.632944631565, 0, -34.64235848426655, 2.0526011870454672]"
"[-861.4795748687533, -394.0693255006057, 7817.6782063697665, 0, -35.43462686615419, 2.1042223686435717]"
"[-700.1899585154304, -400.1349681852423, 7699.572882038387, 0, -36.19438778131647, 2.153715985887099]"
"[-540.4196319244686, -406.2759106938852, 7579.424092755587, 0, -36.92319748413191, 2.2011407409171166]"
"[-382.1314706526563, -412.48553939314996, 7457.332739611287, 0, -37.62253743225474, 2.2465556874716697]"
"[-225.2881833902903, -418.7576536351573, 7333.393868292923, 0, -38.293818206964396, 2.2900201957227413]"
"[-69.85251448674654, -425.0864451040204, 7207.69701379349, 0, -38.93838323130817, 2.3315938905110025]"
"[84.2125820101408, -431.46647771495384, 7080.326525746658, 0, -39.55751229886234, 2.371336568666056]"
"[236.94379343066882, -437.8926681062768, 6951.361875027663, 0, -40.152424925186345, 2.4093081004700756]"
"[388.37732166656735, -444.36026675310507, 6820.877942324165, 0, -40.72428353337817, 2.4455683197396487]"
