x,y,z,roll,pitch,yaw
"[2413.4162888982323, -154.25529038149526, 6462.621634683327, 0, 1.392279604760337, 179.75503939276436]"
"[2213.7631618364494, -155.58903871529583, 6474.319923867377, 0, 3.353226883046221, 179.61725110520882]"
"[2014.6257781035752, -157.40417946985997, 6492.786316695082, 0, 5.297777549794091, 179.47776242498568]"
"[1816.2291833475751, -159.70404458871397, 6517.955778541904, 0, 7.229689441754609, 179.33584211542285]"
"[1618.7955731676132, -162.49317913059272, 6549.770716854182, 0, 9.153192102924082, 179.19063928360237]"
"[1422.546472118846, -165.77778756955084, 6588.182976420021, 0, 11.073103683916317, 179.04113379261526]"
"[1227.1214023111008, -170.06290450727408, 6630.499401877141, 0, 12.215085073223742, 178.74386751771948]"
"[1032.607471755556, -175.36659679384147, 6676.718463615369, 0, 13.361565717102796, 178.43813803135728]"
"[839.096420675023, -181.7149240436533, 6726.850009081639, 0, 14.51643650357092, 178.12102743798854]"
"[647.014297087358, -190.85235034406918, 6781.813317194029, 0, 15.951081480062246, 177.27646916190304]"
"[456.14800953440107, -201.0004310957756, 6840.695205180139, 0, 17.122128192000417, 176.95653307626193]"
"[267.2580048509653, -214.7944235204237, 6904.962552283317, 0, 18.74378425641633, 175.82329884278684]"
"[79.84279839369148, -229.56336927595873, 6973.207835122847, 0, 19.951611468460783, 175.49421227855612]"
"[-105.93710631054662, -245.42109823812638, 7045.55670823257, 0, 21.207362190791176, 175.1211950319692]"
"[-289.8838981046379, -262.52268057679277, 7122.1799010019595, 0, 22.526826693117595, 174.68846433628627]"
"[-471.7448419224139, -281.0877268438829, 7203.309033690584, 0, 23.93159406176343, 174.17122367926004]"
"[-651.1830579531888, -301.4448614602806, 7289.259680563675, 0, 25.45190079705087, 173.52750954478006]"
"[-827.7254096890313, -324.12718936436767, 7380.464450419366, 0, 27.13082986170102, 172.6786935077076]"
"[-1000.6589675274282, -350.1137382663761, 7477.514354332339, 0, 29.02882154339181, 171.4541628361703]"
"[-1168.7815368670872, -381.59461957319394, 7581.1664444742055, 0, 31.215638143474518, 169.39420580403032]"
"[-1329.6088772365722, -424.7096474493957, 7691.962026339694, 0, 33.6403445364497, 164.99286315352077]"
"[-1479.0224059871684, -488.8909144170923, 7808.393819234573, 0, 35.60253640783224, 156.7538364861415]"
"[-1614.1788301901706, -576.5560399373587, 7926.916250715597, 0, 36.3425947610033, 147.03176170231015]"
"[-1733.1225440957048, -686.7717002308893, 8043.984184619034, 0, 35.826989730241756, 137.18118519069094]"
"[-1833.9571168397883, -817.3869513323572, 8156.997657794663, 0, 34.406969446622, 127.66803033497015]"
"[-1914.8876535669356, -965.523323069593, 8264.263046404332, 0, 32.43394624607367, 118.6488632125578]"
"[-1974.4837969087816, -1127.8836913643195, 8364.69914801117, 0, 30.144366410210687, 110.15621200965252]"
"[-2011.824685786895, -1301.0080491565907, 8457.616394832232, 0, 27.683447119519553, 102.17156608398697]"
"[-2026.5250153590823, -1481.46425564538, 8542.583787696462, 0, 25.140344223359506, 94.65714718058956]"
"[-2018.6949939386293, -1665.9792179952576, 8619.349140776992, 0, 22.57092371953061, 87.57007143735613]"
"[-1988.8711833898253, -1851.5231630840813, 8687.788784005348, 0, 20.010857989652337, 80.86854478967336]"
"[-1937.9385969566943, -2035.3591135403387, 8747.873848364772, 0, 17.483150719829332, 74.51436576930294]"
"[-1867.05439173399, -2215.0673026591053, 8799.646391412214, 0, 15.002590395139055, 68.47371097901708]"
"[-1777.578017442899, -2388.551913773947, 8843.201737238562, 0, 12.578483077785089, 62.71713929596102]"
"[-1671.0097746865079, -2554.0356229419313, 8878.674989638377, 0, 10.216389444608126, 57.219264054182645]"
"[-1548.938214848374, -2710.0459681056286, 8906.2305059752, 0, 7.919264815950343, 51.95830858240317]"
"[-1412.9960413485633, -2855.3964810484263, 8926.05356959849, 0, 5.688228848942049, 46.91564619496502]"
"[-1264.823805713378, -2989.1647132631706, 8938.34375417861, 0, 3.523098236331221, 42.07536944482485]"
"[-1105.8255936559901, -3110.373589329171, 8943.633076003838, 0, 1.5154557778524385, 37.31930809333927]"
"[-937.5934397112012, -3218.5187463432308, 8942.030767200533, 0, -0.4590325701082261, 32.734241884063465]"
"[-761.666205028263, -3313.278849207612, 8933.65634173091, 0, -2.399797775876977, 28.308342986287663]"
"[-579.5172683003823, -3394.4957266026668, 8918.636898495586, 0, -4.306808134021049, 24.031217627483702]"
"[-392.5452661296843, -3462.1554848965297, 8897.10488716602, 0, -6.180445581475081, 19.893724415157028]"
"[-201.9334734403621, -3515.8964874561166, 8869.193435543912, 0, -8.022227500496589, 15.745243328065394]"
"[-8.990876445399834, -3555.9956523982105, 8835.05824496606, 0, -9.827122700567681, 11.740619860478922]"
"[185.0785630664707, -3582.838755227233, 8794.85251803495, 0, -11.597117226769784, 7.875013542844523]"
"[379.17786119923016, -3596.9031855270496, 8748.726015189928, 0, -13.334313353140208, 4.144407549565125]"
"[572.3173013677484, -3598.7422346394856, 8696.824429956398, 0, -15.04086623620707, 0.545546616758183]"
"[763.613403420018, -3588.9708840225608, 8639.289031750348, 0, -16.718931860763178, -2.924110792556734]"
"[957.5972583985562, -3568.4792331366766, 8595.126193847462, 0, -12.756858751189716, -6.030125240822949]"
"[1152.727716039852, -3537.7570056752347, 8563.817261567587, 0, -9.006392544932039, -8.94745858698713]"
"[1347.6825739384242, -3497.3708065334963, 8544.802575121805, 0, -5.455546299276089, -11.703660329509725]"
"[1541.3390921220707, -3447.936034939811, 8537.498033899581, 0, -2.0930624180222015, -14.320096310615359]"
"[1731.863702950228, -3389.610842349854, 8520.219591315723, 0, -4.956087324671184, -17.02089189346779]"
"[1918.3999601289627, -3322.7099400881143, 8493.228962676987, 0, -7.7559103962096625, -19.730283141794356]"
"[2100.2557756604833, -3247.8538609728757, 8456.828004216271, 0, -10.486555113585442, -22.373204112818538]"
"[2276.8276643729223, -3165.681612198781, 8411.32976636105, 0, -13.149412430586043, -24.95611948348523]"
"[2452.757683653051, -3076.1665355278124, 8379.14779369491, 0, -9.25971187569668, -26.96747911343699]"
"[2627.0739047714337, -2980.059742028667, 8359.722570444717, 0, -5.573703317237413, -28.869526323330373]"
"[2798.971227034912, -2878.0861512186652, 8352.463274613836, 0, -2.080091968118289, -30.677428697981977]"
"[2965.890323418346, -2769.6502274289114, 8332.978262568662, 0, -5.590913163342932, -33.00902755686997]"
"[3128.1656934580146, -2657.0659326139535, 8301.490473832278, 0, -9.058274488283383, -34.752351386185076]"
"[3286.695800041377, -2542.8883231504838, 8258.692357006006, 0, -12.356313840875595, -35.76243926329966]"
"[3438.30088788332, -2423.9588216782045, 8205.104382422225, 0, -15.541713988703465, -38.11308696892089]"
"[3589.554639077395, -2299.193097073572, 8165.6605398913325, 0, -11.374393065956712, -39.518434119887054]"
"[3739.5835302307405, -2169.4875080488714, 8139.818868214504, 0, -7.423848782041946, -40.8446411903251]"
"[3882.763166813929, -2035.298648625281, 8101.180264791217, 0, -11.13918397705325, -43.14343269228141]"
"[4018.452362670668, -1897.4394245778094, 8050.354321880333, 0, -14.722022779824337, -45.454511302848225]"
"[4153.82528011716, -1754.8113731607862, 8013.865800794815, 0, -10.512067102733386, -46.49493803616584]"
