x,y,z,roll,pitch,yaw
"[3204.2382288799568, 610.0819614976454, 5855.491768650846, 0, 1.3832360859135528, 179.53025713719717]"
"[3004.4953167686654, 608.8026687373731, 5865.548232807519, 0, 2.882180144497984, 179.63304293032112]"
"[2805.0800640837615, 607.8830137190229, 5880.803108462964, 0, 4.374448570117963, 179.73576756594292]"
"[2608.4513096922547, 632.4494954221765, 5907.888545937243, 0, 7.7833227819057775, -172.87845887458172]"
"[2412.3839138469752, 655.7828452339623, 5939.718265901632, 0, 9.157481377123048, -173.21333253678432]"
"[2222.719876031589, 702.9205635066448, 5982.210480195654, 0, 12.266616433868629, -166.0429077920478]"
"[2032.7258193807806, 745.9622932821361, 6027.483738696704, 0, 13.083234086384453, -167.23552384734725]"
"[1851.7810803162347, 811.0836327299193, 6082.42199998508, 0, 15.943618892692513, -160.20638445159875]"
"[1669.6475940154455, 870.6646856881713, 6139.671378115381, 0, 16.633395651872316, -161.88560456382467]"
"[1486.5393107040168, 924.7458776483463, 6199.224558206021, 0, 17.323467229456117, -163.5454482618189]"
"[1302.6585883038786, 973.3478109332744, 6261.077060261886, 0, 18.014791566060996, -165.19459703592173]"
"[1118.1985429943602, 1016.4658532322579, 6325.227867838357, 0, 18.708532021562448, -166.84318995874474]"
"[933.3457820874139, 1054.0631186665528, 6391.680124511419, 0, 19.40608378568599, -168.50340908619395]"
"[748.2837472703394, 1086.061014451505, 6460.441872123731, 0, 20.109093666747118, -170.19034037025398]"
"[563.1970397253889, 1112.3260427880136, 6531.52674376779, 0, 20.819454550883723, -171.92327668676128]"
"[380.1148230408405, 1131.9199539064546, 6609.609908284571, 0, 22.980375568088785, -173.89131588856137]"
"[199.6652814936411, 1142.5193233597588, 6695.199722647017, 0, 25.337473333612003, -176.63838361125136]"
"[22.816842139989774, 1139.1904591919879, 6788.546110694602, 0, 27.822367950702112, 178.92163398946806]"
"[-148.64280578233485, 1114.5493439388868, 6888.518129647086, 0, 29.99074437556463, 171.82180299519305]"
"[-318.73815735372375, 1119.6538484495165, 6993.596745014375, 0, 31.694708762422483, -178.28108873545594]"
"[-488.4987508395692, 1117.4406360244018, 7099.31544057053, 0, 31.910470959463467, 179.25306253502092]"
"[-653.3351154686211, 1143.2586142702312, 7209.598734387754, 0, 33.46424303447934, -171.09820444646024]"
"[-819.3128302107182, 1158.6781591254578, 7320.114053893462, 0, 33.54395852578629, -174.69238222512743]"
"[-977.7904682009537, 1200.4813810956855, 7434.732241324357, 0, 34.96604868771168, -165.2231099843059]"
"[-1139.6131443862555, 1228.5215815669662, 7548.86886397352, 0, 34.79787506546564, -170.16955149858958]"
"[-1303.9198546879638, 1241.9903700370598, 7662.102678211929, 0, 34.48351314110977, -175.3137450014103]"
"[-1469.7714869345602, 1239.9642049535207, 7773.857457690007, 0, 33.971046921029455, 179.30006758829458]"
"[-1638.7701217908782, 1208.4556711228902, 7876.066428492696, 0, 30.73345203413206, 169.43888650368874]"
"[-1805.520973988023, 1160.3893681453683, 7975.483649383239, 0, 29.807404746004845, 163.92025616176952]"
"[-1975.6200543419466, 1144.3141110872555, 8079.44464674891, 0, 31.319171309444563, 174.60128203522376]"
"[-2143.3042793057157, 1158.2271358335722, 8187.55768222895, 0, 32.72212121162777, -175.2569430348515]"
"[-2316.8947714709598, 1138.9055845592493, 8284.989805710798, 0, 29.154127421736007, 173.6488148837383]"
"[-2489.5836889913458, 1087.625076012779, 8371.873907874846, 0, 25.748425815246282, 163.46105012987405]"
"[-2655.041489068657, 1005.6325103090376, 8448.691455107844, 0, 22.587117480554912, 153.6392977523141]"
"[-2809.1671187419506, 897.0667167974373, 8515.46539281566, 0, 19.503818945532554, 144.83920827171974]"
