x,y,z,roll,pitch,yaw
"[8388.565004157466, 708.9072977909691, 5517.352499187963, 0, 3.9517647820654886, -174.33552752116208]"
"[8194.070705264781, 747.0975559618801, 5544.063393577363, 0, 7.675040311251665, -168.89092461318907]"
"[7999.43990551643, 782.3131750956903, 5573.70646963805, 0, 8.523519374460147, -169.7441172538105]"
"[7804.764853636714, 814.6612545028337, 5606.190710960562, 0, 9.347459746137211, -170.56567540883532]"
"[7609.9170481357505, 843.8874857567448, 5640.544169274847, 0, 9.89058904126702, -171.46950459532226]"
"[7415.188518123349, 870.4700842151293, 5677.613901650596, 0, 10.681460818010935, -172.22654147384497]"
"[7220.40808999025, 894.0867666754971, 5716.3803449469915, 0, 11.176513004935774, -173.08676286463293]"
"[7025.881306359599, 915.266298135359, 5757.741654131477, 0, 11.935273009705975, -173.78627185520807]"
"[6831.19699003498, 933.2984735473979, 5799.846970032504, 0, 12.153212925204087, -174.7082118244141]"
"[6636.72122504156, 948.2781157194581, 5844.059944945089, 0, 12.771585890822363, -175.59544640997441]"
"[6442.374516881082, 960.5833879384719, 5889.644342525865, 0, 13.174761293901806, -176.37709185321867]"
"[6248.497787300522, 970.8800341767046, 5937.663013929716, 0, 13.892050432856104, -176.9599206814226]"
"[6055.121971067912, 979.2239560138376, 5988.023441496884, 0, 14.58417907817271, -177.5292921687153]"
"[5862.273371335652, 985.6661273932302, 6040.634429030145, 0, 15.251408853782202, -178.08672697137962]"
"[5669.973995005858, 990.2524241609298, 6095.405915637057, 0, 15.893936206485638, -178.6337675808348]"
"[5478.241856074034, 993.0234181395723, 6152.248755933773, 0, 16.511883364379493, -179.17199480310524]"
"[5287.091247831358, 994.0141246442582, 6211.074460086603, 0, 17.105287027004515, -179.70304675603325]"
"[5096.532984453695, 993.2536897974805, 6271.794884964342, 0, 17.67408411680862, 179.77135876834572]"
"[4906.574612086486, 990.7650004841616, 6334.321864685921, 0, 18.2180936754923, 179.24939746011498]"
"[4717.220589021814, 986.5641949221048, 6398.5667647314, 0, 18.73699363682472, 178.72910566992581]"
"[4532.17070463543, 1006.7247348586453, 6471.711094095018, 0, 21.45200082576993, -173.78234695611394]"
"[4347.213722150152, 1023.4833103056397, 6545.940904676263, 0, 21.786499813745984, -174.82268348711995]"
"[4169.277924259306, 1063.0415796032707, 6628.24518864207, 0, 24.300443907814895, -167.46598182270338]"
"[3990.5253899625686, 1097.615741669507, 6711.0229561881415, 0, 24.449360775301493, -169.05307525999288]"
"[3820.9232150398416, 1153.3924490765248, 6801.156530245275, 0, 26.78654189161364, -161.79562537849887]"
"[3649.25318086386, 1202.7194896514432, 6891.135652457806, 0, 26.736986662418225, -163.9687178103512]"
"[3488.373182025978, 1271.733640229598, 6987.8552109446955, 0, 28.920644368862224, -156.78168100602502]"
"[3323.861328048607, 1332.9310298212292, 7083.723502929575, 0, 28.642400555121814, -159.59511104554286]"
"[3153.444197793668, 1385.5822390162182, 7174.1992006940945, 0, 26.89638803076073, -162.83120929159486]"
"[2994.281053925894, 1457.9934713465348, 7271.274980714299, 0, 29.037299893035037, -155.5368502855061]"
"[2827.154230419117, 1520.5569550571363, 7361.576893044703, 0, 26.840577179726097, -159.47674560771182]"
"[2652.8090398058525, 1572.6626310649985, 7444.575405307202, 0, 24.51884803473846, -163.3604354035269]"
"[2489.646596644093, 1645.249827636796, 7534.626035706622, 0, 26.759927078594846, -156.01682510607912]"
"[2317.00275692811, 1705.5325821340075, 7615.62044365156, 0, 23.889375018217034, -160.75212189948314]"
"[2156.31932796149, 1785.6317960634506, 7703.739406329377, 0, 26.141838727558852, -153.50416638565355]"
"[2009.357244562544, 1882.7841066519254, 7798.4155627277105, 0, 28.25397516470266, -146.53248202546735]"
"[1877.3227612173246, 1994.247549664518, 7899.127012322777, 0, 30.235626021668153, -139.8289599223018]"
"[1728.5408947682029, 2090.1863522233707, 7992.184534208378, 0, 27.728837223783845, -147.18491974593178]"
"[1594.792213440934, 2200.9952737727144, 8091.344370575165, 0, 29.722463107368277, -140.3587244585028]"
"[1442.2471090632653, 2294.152282434016, 8181.075986339534, 0, 26.657620227864804, -148.58821317391048]"
"[1274.0674933815017, 2367.143821817426, 8261.000025574136, 0, 23.554437256118458, -156.53870175569116]"
"[1093.7251710711091, 2418.0141922085336, 8330.920353090289, 0, 20.462951431427243, -164.24747636849108]"
"[904.878033554576, 2445.4184531102173, 8390.801611729734, 0, 17.421947216257323, -171.7432461474646]"
"[710.4324661968953, 2445.4681420949405, 8437.60886400921, 0, 13.534820500570167, -179.98535852943502]"
"[520.4947405900857, 2473.5889757867053, 8493.580991928311, 0, 16.251887422890583, -171.57837039863273]"
"[338.93593738055506, 2527.2968840972817, 8558.015932465458, 0, 18.794492782369282, -163.52096622433083]"
"[168.83990770525654, 2603.772058107416, 8630.257807086897, 0, 21.174486352437743, -155.7913166829313]"
"[12.55504065274198, 2700.023897074162, 8709.697242041442, 0, 23.40307686372182, -148.37215038540816]"
"[-128.2376625395682, 2813.0230372527094, 8795.770519234256, 0, 25.490814160395118, -141.24974026509432]"
"[-252.4474793651985, 2939.8039683494367, 8887.957920295303, 0, 27.447587284972737, -134.41309054201085]"
"[-359.49327128465484, 3077.541897677975, 8985.781543498611, 0, 29.282634367863558, -127.85328118461747]"
"[-449.223226381382, 3223.607481604032, 9088.802805142406, 0, 31.004561039746875, -121.56293777456533]"
"[-521.8379363553236, 3375.602887144527, 9196.619782423262, 0, 32.621364804692774, -115.53580254175655]"
"[-577.818809058978, 3531.3824192032375, 9308.864511844766, 0, 34.14046339991738, -109.76638801386358]"
"[-617.863103186255, 3689.0606781780375, 9425.20032384831, 0, 35.568725634874255, -104.24969885522405]"
"[-642.8263034889674, 3847.0109161833034, 9545.319268835046, 0, 36.91250356648717, -98.98101049822981]"
"[-653.6721080911512, 4003.855950592831, 9668.939670483016, 0, 38.17766514838397, -93.95569540825097]"
"[-651.4299554243428, 4158.45368120079, 9795.803827920363, 0, 39.36962670788972, -89.16908949280665]"
"[-623.3912267120656, 4321.241697693296, 9908.559720798006, 0, 34.3175779996262, -80.22722212503926]"
"[-585.6294089000046, 4479.134438734281, 10025.366944213742, 0, 35.734925252758366, -76.54971745366525]"
"[-539.0572578928078, 4631.755082810737, 10145.940464325957, 0, 37.07555165977175, -73.03044475715862]"
"[-468.1010075955457, 4785.739805356912, 10252.024938996523, 0, 32.033997335765065, -65.25972211480031]"
"[-373.6415582784859, 4936.677418413582, 10343.103198748633, 0, 27.090113904604433, -57.9609334283548]"
"[-258.9270834905651, 5081.509765801322, 10419.681135677545, 0, 22.51279163705562, -51.619012217932045]"
"[-126.27944286510444, 5217.620348628544, 10481.958841792435, 0, 18.14292972508631, -45.738213666987555]"
"[21.191971115337708, 5343.394647541935, 10531.284370592986, 0, 14.27804285220448, -40.459946356934076]"
